comment_1,label_1,label_not_1,comment_2,label_2,label_not_2,comment_3,label_3,label_not_3,comment_4,label_4,label_not_4,comment_5,label_5,label_not_5,comment_t_1,label_t_1,label_not_t_1,truth_t_1,comment_t_2,label_t_2,label_not_t_2,truth_t_2,comment_t_3,label_t_3,label_not_t_3,truth_t_3
"Racist a**hole",Appropriate,Inappropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Inappropriate,Appropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Appropriate,Inappropriate,Appropriate,"There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .",Appropriate,Inappropriate,Inappropriate,"All the jews I have ever known will do anything for money.",Inappropriate,Appropriate,Appropriate
"If I had a wife I’d beat the hell out of her tonight lol, jk.",Inappropriate,Appropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Appropriate,Inappropriate,"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Appropriate,Inappropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Appropriate,Inappropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Inappropriate,Appropriate,Inappropriate,"#Antifa: Take note of how to protest with civility. This is why socialism (aka communism) will never win. It is inherently evil and unsustainable.",Inappropriate,Appropriate,Appropriate,"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,Inappropriate
"Great image of the Jew as a poisonous mushroom.",Appropriate,Inappropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Appropriate,Inappropriate,"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"Fifteen years on and they still blame white rule.",Inappropriate,Appropriate,Inappropriate,"All the jews I have ever known will do anything for money.",Inappropriate,Appropriate,Appropriate,"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Inappropriate,Appropriate,Inappropriate
"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"If I had a wife I’d beat the hell out of her tonight lol, jk.",Inappropriate,Appropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Appropriate,Inappropriate,Appropriate,"So we have ox-driven ambulances in Zimbabwe and donkey powered police in South Africa ...",Appropriate,Inappropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Appropriate,Inappropriate,Inappropriate
"Racist a**hole",Appropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Appropriate,Inappropriate,"White or not, if people respect the law most of this wouldn't be happening.",Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Inappropriate,Appropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Inappropriate,Appropriate,Inappropriate,"They're trying to turn the Internet into a mirror version of television, in other words turn it into a wasteland of celebrity worship and wipe out all of it's potential as a medium for informing and educating.",Inappropriate,Appropriate,Appropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Inappropriate,Appropriate,Inappropriate
"The number one problem in this country is the voters and their choices.",Inappropriate,Appropriate,"They're trying to turn the Internet into a mirror version of television, in other words turn it into a wasteland of celebrity worship and wipe out all of it's potential as a medium for informing and educating.",Inappropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"It ain't right unless it's White.",Appropriate,Inappropriate,"All the jews I have ever known will do anything for money.",Inappropriate,Appropriate,"All the jews I have ever known will do anything for money.",Appropriate,Inappropriate,Appropriate,"If I were to punch a white guy talking sh*t in a bar, same old. If I were to punch a black guy talking sh*t in a bar, it automatically considered a hate crime. Case closed.",Inappropriate,Appropriate,Appropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,Appropriate
"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Appropriate,Inappropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Appropriate,Inappropriate,"a cop is armed to protect himself!!!!!",Inappropriate,Appropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Inappropriate,Appropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Appropriate,Inappropriate,Appropriate,"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Appropriate,Inappropriate,Inappropriate
"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Appropriate,Inappropriate,"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Appropriate,Inappropriate,Appropriate,"Oh shut u. Most of black culture is making thugs and criminals famous. Remember Freddie Gray?",Appropriate,Inappropriate,Inappropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,Appropriate
"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Appropriate,Inappropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Appropriate,Inappropriate,Appropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,Appropriate,"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,Inappropriate
"a cop is armed to protect himself!!!!!",Inappropriate,Appropriate,"This is where we are at as a nation? All the hate should go towards the Government. They are the reason we are where we are at as a nation.",Inappropriate,Appropriate,"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Appropriate,Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,Appropriate,"All the jews I have ever known will do anything for money.",Inappropriate,Appropriate,Appropriate
"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Inappropriate,Appropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Inappropriate,Appropriate,Inappropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,Appropriate,"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,Inappropriate
"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"White or not, if people respect the law most of this wouldn't be happening.",Inappropriate,Appropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Appropriate,Inappropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Inappropriate,Appropriate,Inappropriate,"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,Appropriate,"The filthy cop-hating racist thugs of Black LIES Matter have turned the deep South into a cesspool of black racial hatred. They refuse to acknowedge how far the South has progressed since the 1960s.",Appropriate,Inappropriate,Inappropriate
"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Inappropriate,Appropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,"This is where we are at as a nation? All the hate should go towards the Government. They are the reason we are where we are at as a nation.",Inappropriate,Appropriate,"This is where we are at as a nation? All the hate should go towards the Government. They are the reason we are where we are at as a nation.",Appropriate,Inappropriate,Appropriate,"Oh shut u. Most of black culture is making thugs and criminals famous. Remember Freddie Gray?",Appropriate,Inappropriate,Inappropriate,"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,Inappropriate
"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,"Great image of the Jew as a poisonous mushroom.",Appropriate,Inappropriate,"White or not, if people respect the law most of this wouldn't be happening.",Inappropriate,Appropriate,"White or not, if people respect the law most of this wouldn't be happening.",Appropriate,Inappropriate,Appropriate,"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Appropriate,Inappropriate,Inappropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Appropriate,Inappropriate,Inappropriate
"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .",Appropriate,Inappropriate,"Great image of the Jew as a poisonous mushroom.",Appropriate,Inappropriate,"Great image of the Jew as a poisonous mushroom.",Inappropriate,Appropriate,Inappropriate,"a cop is armed to protect himself!!!!!",Inappropriate,Appropriate,Appropriate,"So we have ox-driven ambulances in Zimbabwe and donkey powered police in South Africa ...",Appropriate,Inappropriate,Inappropriate
"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"White or not, if people respect the law most of this wouldn't be happening.",Inappropriate,Appropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Appropriate,Inappropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Inappropriate,Appropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Appropriate,Inappropriate,Appropriate,"There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .",Appropriate,Inappropriate,Inappropriate,"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,Inappropriate
"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Inappropriate,Appropriate,"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Appropriate,Inappropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Inappropriate,Appropriate,Inappropriate,"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Appropriate,Inappropriate,Inappropriate,"White or not, if people respect the law most of this wouldn't be happening.",Inappropriate,Appropriate,Appropriate
"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,"This is where we are at as a nation? All the hate should go towards the Government. They are the reason we are where we are at as a nation.",Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Inappropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Inappropriate,Appropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Appropriate,Inappropriate,Appropriate,"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,Inappropriate,"I like to listen to this preacher, but why do black preachers always have to scream.",Inappropriate,Appropriate,Appropriate
"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,"I'm reporting here that I haven't seen or heard anything on talk radio or TV that even hints at Jewish supremacist ethnic cleansing of Whites from USA or Europe.",Appropriate,Inappropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Inappropriate,Appropriate,"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Appropriate,Inappropriate,Appropriate,"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Appropriate,Inappropriate,Inappropriate,"Why is it considered a hate crime when a white kills a black, but these ambushing police are not called a hate crime and not called terrorist attacks. What is going on, people?",Inappropriate,Appropriate,Appropriate
"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Inappropriate,Appropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Inappropriate,Appropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Appropriate,Inappropriate,Appropriate,"If I were to punch a white guy talking sh*t in a bar, same old. If I were to punch a black guy talking sh*t in a bar, it automatically considered a hate crime. Case closed.",Inappropriate,Appropriate,Appropriate,"1/2 mexican, 1/2 White babies can often pass for White until they turn six or seven when the golden brown coating covers all.",Appropriate,Inappropriate,Inappropriate
"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Inappropriate,Appropriate,Inappropriate,"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Inappropriate,Appropriate,Appropriate,"There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .",Appropriate,Inappropriate,Inappropriate
"I see a nation where I can walk out my front door and not feel like a minority in my own country.",Appropriate,Inappropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"Yep I totally agree, the minute the Jew press see's the Klan outfits, that's all they will talk about, and justify the white murders.",Appropriate,Inappropriate,"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Inappropriate,Appropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,Inappropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,Inappropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Inappropriate,Appropriate,Appropriate
